title,overview,genre_list,crew_list,cast_list,original_language,comp_list,comb
Salvation Boulevard,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,Comedy Thriller Action Drama ,George Ratliff,Jennifer Connelly Marisa Tomei Pierce Brosnan ,en,MandalayVision ,Comedy Thriller Action Drama Jennifer Connelly Marisa Tomei Pierce Brosnan George Ratliffen
The Ten,"Ten stories, each inspired by one of the ten commandments.",Comedy ,David Wain,Paul Rudd Adam Brody Jon Hamm ,en,AscotEliteHomeEntertainment ,Comedy Paul Rudd Adam Brody Jon Hamm David Wainen
A Room for Romeo Brass,"Two twelve-year-old boys, Romeo and Gavin, undergo an extraordinary test of character and friendship when Morell, a naive but eccentric and dangerous stranger, comes between them. Morell befriends with the two boys and later asks them to help him pursue Romeo's beautiful elder sister. He gradually becomes more violent after she rejects him.",Drama Comedy Foreign ,Shane Meadows,Paddy Considine Andrew Shim Frank Harper ,en,,Drama Comedy Foreign Paddy Considine Andrew Shim Frank Harper Shane Meadowsen
Headhunters,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,Thriller Crime ,Morten Tyldum,Aksel Hennie Nikolaj Coster-Waldau Synnøve Macody Lund ,en,NordiskFilm YellowBirdFilms FrilandProduksjon ARDDegetoFilm ,Thriller Crime Aksel Hennie Nikolaj Coster-Waldau Synnøve Macody Lund Morten Tyldumen
Grabbers,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",Science Fiction Comedy Thriller Horror ,Jon Wright,Richard Coyle Ruth Bradley Russell Tovey ,en,IrishFilmBoard SamsonFilms ForwardFilms HighTreasonProductions Nvizible ,Science Fiction Comedy Thriller Horror Richard Coyle Ruth Bradley Russell Tovey Jon Wrighten
Saint Ralph,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by. It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends.",Comedy Drama ,Michael McGowan,Adam Butcher Campbell Scott Michael Kanev ,en,AllianceAtlantisCommunications AmazeFilm+Television RunningMiraclesProductions ,Comedy Drama Adam Butcher Campbell Scott Michael Kanev Michael McGowanen
Miss Julie,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",Drama ,Liv Ullmann,Jessica Chastain Colin Farrell Samantha Morton ,en,MaipoFilm-ogTVProduksjon ,Drama Jessica Chastain Colin Farrell Samantha Morton Liv Ullmannen
Somewhere in Time,"Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, ""Come back to me."" Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time"" difference, and can Richard remain in a time that is not his?",Science Fiction Drama Fantasy Romance ,Jeannot Szwarc,Christopher Reeve Jane Seymour Christopher Plummer ,en,RastarPictures ,Science Fiction Drama Fantasy Romance Christopher Reeve Jane Seymour Christopher Plummer Jeannot Szwarcen
Dum Maaro Dum,"We hurtle into the bylanes, beach shacks and raves of Goa with Lorry as his life spirals out of control, with Joki as he tries to redeem the past and with Kamath as he goes no-holds-barred after the mysterious shadow figure behind it all... Punctuated with a soundtrack that moves from pulsating dance tracks to haunting Konkani songs, shot right in the midst of the teeming international tourist hotspots, Dum Maaro Dum takes you on a dramatic, thrilling trip filled with twists, turns, suspense... and a shocking finale!",Drama Action Crime Foreign ,Rohan Sippy,Abhishek Bachchan Bipasha Basu Deepika Padukone ,hi,,Drama Action Crime Foreign Abhishek Bachchan Bipasha Basu Deepika Padukone Rohan Sippyhi
Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,Horror Thriller ,James Wan,Patrick Wilson Rose Byrne Ty Simpkins ,en,SonyPictures FilmDistrict ,Horror Thriller Patrick Wilson Rose Byrne Ty Simpkins James Wanen
Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",Horror ,Darren Lynn Bousman,Tobin Bell Shawnee Smith Donnie Wahlberg ,en,LionsGateFilms GotFilms TwistedPictures EvolutionEntertainment Saw2Productions ,Horror Tobin Bell Shawnee Smith Donnie Wahlberg Darren Lynn Bousmanen
10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Thriller Science Fiction Drama ,Dan Trachtenberg,Mary Elizabeth Winstead John Goodman John Gallagher Jr. ,en,ParamountPictures BadRobot SpectrumEffects ,Thriller Science Fiction Drama Mary Elizabeth Winstead John Goodman John Gallagher Jr. Dan Trachtenbergen
Jackass: The Movie,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",Documentary Comedy ,Jeff Tremaine,Johnny Knoxville Bam Margera Steve-O ,en,ParamountPictures MTVFilms DickhouseProductions LynchSiderowProductions ,Documentary Comedy Johnny Knoxville Bam Margera Steve-O Jeff Tremaineen
Lights Out,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",Horror Thriller ,David F. Sandberg,Teresa Palmer Maria Bello Gabriel Bateman ,en,NewLineProductions MatterProductions AtomicMonster ,Horror Thriller Teresa Palmer Maria Bello Gabriel Bateman David F. Sandbergen
Paranormal Activity 3,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",Horror ,Henry Joost,Katie Featherston Sprague Grayden Lauren Bittner ,en,ParamountPictures BlumhouseProductions Room101 SolanaFilms ,Horror Katie Featherston Sprague Grayden Lauren Bittner Henry Joosten
Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,Horror ,Stiles White,Olivia Cooke Ana Coto Daren Kagasoff ,en,UniversalPictures DentsuInc. PlatinumDunes MediaRightsCapital BlumhouseProductions FujiTelevisionNetwork HasbroStudios 5150Action WhiteNoiseFactory ,Horror Olivia Cooke Ana Coto Daren Kagasoff Stiles Whiteen
A Nightmare on Elm Street 3: Dream Warriors,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.",Horror Thriller ,Chuck Russell,Robert Englund Patricia Arquette Heather Langenkamp ,en,NewLineCinema SmartEggPictures ,Horror Thriller Robert Englund Patricia Arquette Heather Langenkamp Chuck Russellen
Instructions Not Included,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",Comedy Drama ,Eugenio Derbez,Loreto Peralta Eugenio Derbez Jessica Lindsey ,es,Filmax SignatureEntertainment Pinema PantelionFilms ,Comedy Drama Loreto Peralta Eugenio Derbez Jessica Lindsey Eugenio Derbezes
Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",Horror ,Henry Joost,Katie Featherston Kathryn Newton Matt Shively ,en,ParamountPictures BlumhouseProductions Room101 SolanaFilms ,Horror Katie Featherston Kathryn Newton Matt Shively Henry Joosten
The Robe,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",Drama ,Henry Koster,Richard Burton Jean Simmons Victor Mature ,en,TwentiethCenturyFoxFilmCorporation ,Drama Richard Burton Jean Simmons Victor Mature Henry Kosteren
The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,Comedy ,Blake Edwards,Peter Sellers Christopher Plummer Herbert Lom ,en,UnitedArtists JewelProductions PimlicoFilms IncorporatedTelevisionCompany(ITC) ,Comedy Peter Sellers Christopher Plummer Herbert Lom Blake Edwardsen
Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",Horror Thriller Comedy ,Rachel Talalay,Robert Englund Lisa Zane Shon Greenblatt ,en,NewLineCinema ,Horror Thriller Comedy Robert Englund Lisa Zane Shon Greenblatt Rachel Talalayen
Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,Crime Drama ,Patty Jenkins,Charlize Theron Christina Ricci Bruce Dern ,en,NewmarketFilms ,Crime Drama Charlize Theron Christina Ricci Bruce Dern Patty Jenkinsen
"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",Adventure Drama Science Fiction ,Richard Fleischer,Kirk Douglas James Mason Paul Lukas ,en,WaltDisneyProductions ,Adventure Drama Science Fiction Kirk Douglas James Mason Paul Lukas Richard Fleischeren
Paranormal Activity: The Marked Ones,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",Horror Thriller ,Christopher B. Landon,Andrew Jacobs Richard Cabral Carlos Pratts ,en,BlumhouseProductions Room101 SolanaFilms ,Horror Thriller Andrew Jacobs Richard Cabral Carlos Pratts Christopher B. Landonen
The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",Drama History ,David Lynch,Anthony Hopkins John Hurt Anne Bancroft ,en,Brooksfilms ,Drama History Anthony Hopkins John Hurt Anne Bancroft David Lynchen
Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Drama History ,Jean-Marc Vallée,Matthew McConaughey Jennifer Garner Jared Leto ,en,UniversalStudios UniversalPictures VoltagePictures TruthEntertainment ,Drama History Matthew McConaughey Jennifer Garner Jared Leto Jean-Marc Valléeen
The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",Thriller Horror ,David Gelb,Olivia Wilde Mark Duplass Donald Glover ,en,Lionsgate BlumhouseProductions ChapterOneFilms ,Thriller Horror Olivia Wilde Mark Duplass Donald Glover David Gelben
Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",Mystery Thriller ,Christopher Nolan,Guy Pearce Carrie-Anne Moss Joe Pantoliano ,en,SummitEntertainment NewmarketCapitalGroup TeamTodd IRememberProductions ,Mystery Thriller Guy Pearce Carrie-Anne Moss Joe Pantoliano Christopher Nolanen
Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,Horror ,Mike Flanagan,Karen Gillan Brenton Thwaites Katee Sackhoff ,en,IntrepidPictures BlumhouseProductions RelativityMedia WWEStudios MICAEntertainment ,Horror Karen Gillan Brenton Thwaites Katee Sackhoff Mike Flanaganen
Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",Comedy ,Kevin Smith,Brian O'Halloran Jeff Anderson Jason Mewes ,en,TheWeinsteinCompany ViewAskewProductions ,Comedy Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smithen
Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",Drama Comedy Music ,Stephen Daldry,Jamie Bell Julie Walters Jean Heywood ,en,BBCFilms TigerAspectProductions StudioCanal ArtsCouncilofEngland WorkingTitleFilms WT2Productions ,Drama Comedy Music Jamie Bell Julie Walters Jean Heywood Stephen Daldryen
The Way Way Back,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",Comedy Drama ,Nat Faxon,Liam James Steve Carell Toni Collette ,en,FoxSearchlightPictures OddLotEntertainment SycamorePictures ,Comedy Drama Liam James Steve Carell Toni Collette Nat Faxonen
House Party 2,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,Comedy ,Doug McHenry,Martin Lawrence Christopher Martin Christopher Reid ,en,,Comedy Martin Lawrence Christopher Martin Christopher Reid Doug McHenryen
The Man from Snowy River,"Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. Kirk Douglas plays two roles as twin brothers who haven't spoken for years, one of whom was Jim's father's best friend and the other of whom is the father of the girl he wants to marry.",Family Drama Action Western Romance ,George T. Miller,Tom Burlinson Terence Donovan Kirk Douglas ,en,CambridgeProductions ,Family Drama Action Western Romance Tom Burlinson Terence Donovan Kirk Douglas George T. Milleren
Doug's 1st Movie,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,Animation Family Comedy ,Maurice Joyce,Thomas McHugh Fred Newman Chris Phillips ,en,WaltDisneyPictures ,Animation Family Comedy Thomas McHugh Fred Newman Chris Phillips Maurice Joyceen
The Apostle,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",Drama ,Robert Duvall,Robert Duvall Billy Bob Thornton June Carter Cash ,en,Butcher'sRunProductions ,Drama Robert Duvall Billy Bob Thornton June Carter Cash Robert Duvallen
Mommie Dearest,"In this biographical film, glamorous yet lonely star Joan Crawford takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her.",Drama ,Frank Perry,Faye Dunaway Diana Scarwid Steve Forrest ,en,ParamountPictures ,Drama Faye Dunaway Diana Scarwid Steve Forrest Frank Perryen
Our Idiot Brother,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",Comedy Drama ,Jesse Peretz,Paul Rudd Elizabeth Banks Zooey Deschanel ,en,TheWeinsteinCompany LikelyStory BigBeachFilms YukFilms ,Comedy Drama Paul Rudd Elizabeth Banks Zooey Deschanel Jesse Peretzen
Race,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",Action Drama ,Stephen Hopkins,Stephan James Jason Sudeikis Carice van Houten ,en,ForecastPictures Solofilms JoBroProductions&FilmFinance TrinityRace ,Action Drama Stephan James Jason Sudeikis Carice van Houten Stephen Hopkinsen
The Players Club,"Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak.",Drama ,Ice Cube,LisaRaye McCoy Dick Anthony Williams Judyann Elder ,en,NewLineCinema ,Drama LisaRaye McCoy Dick Anthony Williams Judyann Elder Ice Cubeen
"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",Horror Thriller ,John Erick Dowdle,Perdita Weeks Ben Feldman Edwin Hodge ,en,UniversalPictures LegendaryPictures BrothersDowdleProductions ,Horror Thriller Perdita Weeks Ben Feldman Edwin Hodge John Erick Dowdleen
Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,Drama Thriller ,Bille Woodruff,Boris Kodjoe Brandon Gonzales Cameron Mills ,en,Lionsgate CodeblackEntertainment ,Drama Thriller Boris Kodjoe Brandon Gonzales Cameron Mills Bille Woodruffen
Eve's Bayou,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",Drama ,Kasi Lemmons,Jurnee Smollett Meagan Good Lynn Whitfield ,en,,Drama Jurnee Smollett Meagan Good Lynn Whitfield Kasi Lemmonsen
Still Alice,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",Drama ,Richard Glatzer,Julianne Moore Alec Baldwin Kristen Stewart ,en,KillerFilms BigIndiePictures BackupMedia BSMStudio ,Drama Julianne Moore Alec Baldwin Kristen Stewart Richard Glatzeren
The Egyptian,"In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth.",History Drama ,Michael Curtiz,Jean Simmons Victor Mature Gene Tierney ,en,TwentiethCenturyFoxFilmCorporation ,History Drama Jean Simmons Victor Mature Gene Tierney Michael Curtizen
Nighthawks,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,Action Crime Thriller ,Bruce Malmuth,Sylvester Stallone Rutger Hauer Billy Dee Williams ,en,UniversalPictures MartinPollProductions TheProductionCompany ,Action Crime Thriller Sylvester Stallone Rutger Hauer Billy Dee Williams Bruce Malmuthen
Friday the 13th Part VIII: Jason Takes Manhattan,"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time.",Horror Thriller ,Rob Hedden,Kane Hodder Jensen Daggett Scott Reeves ,en,ParamountPictures SeanS.CunninghamFilms HorrorInc. ,Horror Thriller Kane Hodder Jensen Daggett Scott Reeves Rob Heddenen
My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,Comedy Drama Romance ,Joel Zwick,Nia Vardalos John Corbett Lainie Kazan ,en,HomeBoxOffice(HBO) Playtone GoldCircleFilms OntarioFilmDevelopmentCorporation MPHEntertainmentProductions ,Comedy Drama Romance Nia Vardalos John Corbett Lainie Kazan Joel Zwicken
Spring Breakers,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",Drama Crime ,Harmony Korine,James Franco Selena Gomez Vanessa Hudgens ,en,RabbitBandiniProductions DivisionFilms PopFilms RadarPictures MuseProductions MJZ O'Salvation Iconoclast ,Drama Crime James Franco Selena Gomez Vanessa Hudgens Harmony Korineen
Halloween: The Curse of Michael Myers,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",Horror Thriller ,Joe Chappelle,Donald Pleasence Paul Rudd Marianne Hagan ,en,MiramaxFilms ,Horror Thriller Donald Pleasence Paul Rudd Marianne Hagan Joe Chappelleen
Y Tu Mamá También,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",Drama Romance ,Alfonso Cuarón,Gael García Bernal Diego Luna Maribel Verdú ,es,BésameMuchoPictures ProduccionesAnhelo TheCriterionCollection ,Drama Romance Gael García Bernal Diego Luna Maribel Verdú Alfonso Cuarónes
Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",Horror Comedy ,Edgar Wright,Simon Pegg Nick Frost Kate Ashfield ,en,UniversalPictures BigTalkProductions StudioCanal Film4 WorkingTitleFilms WT2Productions DeWolfeMusic InsideTrack2 ,Horror Comedy Simon Pegg Nick Frost Kate Ashfield Edgar Wrighten
The Haunting of Molly Hartley,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",Drama Horror ,Mickey Liddell,Haley Bennett Jake Weber Chace Crawford ,en,FreestyleReleasing LiddellEntertainment ,Drama Horror Haley Bennett Jake Weber Chace Crawford Mickey Liddellen
Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",Drama Mystery Romance ,John Sayles,Chris Cooper Matthew McConaughey Elizabeth Peña ,en,CastleRockEntertainment ColumbiaPicturesCorporation RioDulce ,Drama Mystery Romance Chris Cooper Matthew McConaughey Elizabeth Peña John Saylesen
Halloween 4: The Return of Michael Myers,"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness.",Horror Thriller ,Dwight H. Little,Donald Pleasence Ellie Cornell Danielle Harris ,en,DimensionFilms ,Horror Thriller Donald Pleasence Ellie Cornell Danielle Harris Dwight H. Littleen
April Fool's Day,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.",Horror Mystery ,Fred Walton,Deborah Foreman Thomas F. Wilson Lloyd Berry ,en,ParamountPictures HometownFilms YCTM ,Horror Mystery Deborah Foreman Thomas F. Wilson Lloyd Berry Fred Waltonen
Diner,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",Comedy Drama ,Barry Levinson,Steve Guttenberg Daniel Stern Mickey Rourke ,en,Metro-Goldwyn-Mayer(MGM) ,Comedy Drama Steve Guttenberg Daniel Stern Mickey Rourke Barry Levinsonen
Lone Wolf McQuade,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",Action Crime Drama Romance Thriller Western ,Steve Carver,Chuck Norris David Carradine Barbara Carrera ,en,1818 LoneWolfMcQuadeAssociates TopkickProductions ,Action Crime Drama Romance Thriller Western Chuck Norris David Carradine Barbara Carrera Steve Carveren
Apollo 18,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",Horror Thriller Science Fiction ,Gonzalo López-Gallego,Ryan Robbins Warren Christie Lloyd Owen ,en,BazelevsProduction DimensionFilms BekmambetovProjectsLtd. ,Horror Thriller Science Fiction Ryan Robbins Warren Christie Lloyd Owen Gonzalo López-Gallegoen
Sunshine Cleaning,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,Comedy Drama ,Christine Jeffs,Amy Adams Emily Blunt Alan Arkin ,en,BackLotPictures OvertureFilms BigBeachFilms ,Comedy Drama Amy Adams Emily Blunt Alan Arkin Christine Jeffsen
No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",Action Thriller ,John Erick Dowdle,Owen Wilson Lake Bell Pierce Brosnan ,en,BoldFilms LivingFilms BrothersDowdleProductions ,Action Thriller Owen Wilson Lake Bell Pierce Brosnan John Erick Dowdleen
The Beastmaster,"Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.",Action Fantasy ,Don Coscarelli,Marc Singer Tanya Roberts Rip Torn ,en,AntaresProduzioneCinematografica Metro-Goldwyn-Mayer(MGM) ,Action Fantasy Marc Singer Tanya Roberts Rip Torn Don Coscarellien
